person activity tbody_acceleration_meanx tbody_acceleration_meany tbody_acceleration_meanz tbody_acceleration_stdx tbody_acceleration_stdy tbody_acceleration_stdz tgravity_acceleration_meanx tgravity_acceleration_meany tgravity_acceleration_meanz tgravity_acceleration_stdx tgravity_acceleration_stdy tgravity_acceleration_stdz tbody_acceleration_jerk_signal_meanx tbody_acceleration_jerk_signal_meany tbody_acceleration_jerk_signal_meanz tbody_acceleration_jerk_signal_stdx tbody_acceleration_jerk_signal_stdy tbody_acceleration_jerk_signal_stdz tbody_gyro_angular_velocity_meanx tbody_gyro_angular_velocity_meany tbody_gyro_angular_velocity_meanz tbody_gyro_angular_velocity_stdx tbody_gyro_angular_velocity_stdy tbody_gyro_angular_velocity_stdz tbody_gyro_angular_velocity_jerk_signal_meanx tbody_gyro_angular_velocity_jerk_signal_meany tbody_gyro_angular_velocity_jerk_signal_meanz tbody_gyro_angular_velocity_jerk_signal_stdx tbody_gyro_angular_velocity_jerk_signal_stdy tbody_gyro_angular_velocity_jerk_signal_stdz tbody_acceleration_magnitude_mean tbody_acceleration_magnitude_std tgravity_acceleration_magnitude_mean tgravity_acceleration_magnitude_std tbody_acceleration_jerk_signal_magnitude_mean tbody_acceleration_jerk_signal_magnitude_std tbody_gyro_angular_velocity_magnitude_mean tbody_gyro_angular_velocity_magnitude_std tbody_gyro_angular_velocity_jerk_signal_magnitude_mean tbody_gyro_angular_velocity_jerk_signal_magnitude_std fbody_acceleration_meanx fbody_acceleration_meany fbody_acceleration_meanz fbody_acceleration_stdx fbody_acceleration_stdy fbody_acceleration_stdz fbody_acceleration_jerk_signal_meanx fbody_acceleration_jerk_signal_meany fbody_acceleration_jerk_signal_meanz fbody_acceleration_jerk_signal_stdx fbody_acceleration_jerk_signal_stdy fbody_acceleration_jerk_signal_stdz fbody_gyro_angular_velocity_meanx fbody_gyro_angular_velocity_meany fbody_gyro_angular_velocity_meanz fbody_gyro_angular_velocity_stdx fbody_gyro_angular_velocity_stdy fbody_gyro_angular_velocity_stdz fbody_acceleration_magnitude_mean fbody_acceleration_magnitude_std fbody_bodyacceleration_jerk_signal_magnitude_mean fbody_bodyacceleration_jerk_signal_magnitude_std fbody_bodygyro_angular_velocity_magnitude_mean fbody_bodygyro_angular_velocity_magnitude_std fbody_bodygyro_angular_velocity_jerk_signal_magnitude_mean fbody_bodygyro_angular_velocity_jerk_signal_magnitude_std
23 WALKING 2.7321188e-01 -1.8361871e-02 -1.1338299e-01 -3.1352177e-01 -1.1902059e-01 1.6422069e-01 9.3980969e-01 -1.6176137e-01 -1.6076336e-01 -9.7723090e-01 -9.6655071e-01 -9.3298134e-01 9.8731909e-02 1.4895593e-02 -1.9081064e-03 -2.2932812e-01 -8.0501734e-02 -2.9311506e-02 -6.3115687e-02 -6.4019792e-02 1.0770045e-01 -4.9432265e-01 2.5945723e-01 -2.0963489e-01 -5.7812824e-02 -5.1670476e-02 -9.0300252e-02 -3.6396943e-01 2.9594593e-01 -3.7445677e-01 -9.8877020e-02 -2.0998935e-01 -9.8877020e-02 -2.0998935e-01 -6.7081966e-02 -2.6819436e-02 -1.2096826e-02 1.6334645e-01 1.1530541e-02 2.5017320e-01 -2.7540419e-01 -7.2436732e-02 8.1408108e-02 -3.2980728e-01 -2.0252406e-01 1.1614344e-01 -2.9041045e-01 -1.5548872e-01 -5.7202132e-02 -2.3517299e-01 -6.0975310e-02 -6.2364753e-03 -3.3761920e-01 1.9556946e-01 -1.9497037e-01 -5.4505169e-01 2.8658152e-01 -2.8782087e-01 -9.4260631e-02 -4.0757752e-01 -1.8070570e-02 -4.5737233e-02 1.8507821e-01 -6.1476585e-02 1.4661857e-01 2.8783462e-01
23 WALKING_DOWNSTAIRS 2.8989741e-01 -1.6211146e-02 -9.8812371e-02 4.4139284e-02 1.0825903e-01 2.2989874e-01 9.2371140e-01 -1.1002884e-01 -1.5367153e-01 -9.5079084e-01 -9.3901255e-01 -9.0588826e-01 5.7801061e-02 3.7500515e-02 -9.8271710e-04 1.9894706e-01 -8.8330123e-02 3.1015708e-02 -5.7823019e-02 -8.5307746e-02 9.5360250e-02 -4.1613303e-01 2.1382555e-01 -2.0870249e-01 -1.1772582e-01 -3.5289161e-02 -2.9325502e-02 -3.2301570e-01 1.4665012e-01 -3.6786964e-01 1.2721114e-01 2.3036396e-01 1.2721114e-01 2.3036396e-01 1.1298248e-01 2.9208720e-01 3.9091548e-02 5.3997290e-02 -4.6311777e-02 5.9490848e-02 2.0542822e-01 9.5943289e-02 2.8051888e-01 -2.8296248e-02 4.3228369e-02 9.4794097e-02 2.0154291e-01 -7.2450456e-02 1.5777569e-01 8.1958719e-02 -1.7769784e-01 -9.8519563e-02 -2.1473071e-01 3.2881701e-01 -1.4126689e-01 -4.8259833e-01 1.2605232e-01 -3.0589670e-01 3.6482999e-01 -4.5393035e-02 3.3500972e-01 2.2448050e-01 1.5082573e-01 -2.1893043e-01 7.4675464e-02 -3.9857378e-02
23 WALKING_UPSTAIRS 2.4999517e-01 -3.2384403e-02 -1.2689062e-01 -2.4388782e-01 4.4843579e-02 1.0080119e-01 8.4343881e-01 -2.1448181e-01 -3.5593445e-01 -9.3334448e-01 -9.1047456e-01 -9.0206591e-01 7.2364998e-02 3.9986287e-02 1.5923417e-02 -3.6539862e-01 -3.2822503e-01 -4.0809402e-01 9.5794025e-02 -1.1156439e-01 -3.2555752e-02 -5.5066458e-01 -2.9368186e-01 -3.1730115e-02 -1.0991309e-01 -5.2394379e-02 -9.2499853e-02 -5.4831888e-01 -4.9351412e-01 -5.4376543e-01 -1.1753687e-02 -2.7189371e-01 -1.1753687e-02 -2.7189371e-01 -3.1114389e-01 -3.6270885e-01 -1.5652715e-01 -3.6673299e-01 -5.0436715e-01 -5.5127519e-01 -2.7260569e-01 -7.6977394e-02 -7.0577489e-02 -2.3430955e-01 3.8059741e-02 1.0450876e-01 -3.6564251e-01 -3.2623629e-01 -3.4660524e-01 -4.2487755e-01 -3.8089444e-01 -4.6895638e-01 -4.3023923e-01 -2.9044741e-01 -1.6300129e-01 -5.9043078e-01 -3.0161998e-01 -8.2252112e-02 -2.3138266e-01 -4.1004764e-01 -3.0296806e-01 -4.5432484e-01 -3.8038829e-01 -4.7049158e-01 -5.1871565e-01 -6.3265946e-01
24 LAYING 2.7285049e-01 -1.7355521e-02 -1.0723624e-01 -9.6798402e-01 -9.8312646e-01 -9.7356696e-01 -3.5929253e-01 7.3843070e-01 6.8383991e-01 -9.6041216e-01 -9.9345436e-01 -9.7923967e-01 8.0721233e-02 1.1981952e-02 -5.8922585e-03 -9.8636543e-01 -9.8243050e-01 -9.8308737e-01 -1.4367993e-02 -9.5553805e-02 1.1173075e-01 -9.8265172e-01 -9.6029955e-01 -9.8170136e-01 -1.0281381e-01 -3.8232371e-02 -6.2411697e-02 -9.7986572e-01 -9.7809131e-01 -9.9238160e-01 -9.7185404e-01 -9.6935483e-01 -9.7185404e-01 -9.6935483e-01 -9.8552927e-01 -9.8360593e-01 -9.5379151e-01 -9.5782993e-01 -9.8278087e-01 -9.7865910e-01 -9.7589369e-01 -9.8083036e-01 -9.7663482e-01 -9.6516708e-01 -9.8457181e-01 -9.7305778e-01 -9.8599855e-01 -9.8214061e-01 -9.8154969e-01 -9.8814052e-01 -9.8412453e-01 -9.8318564e-01 -9.7657056e-01 -9.6611198e-01 -9.8109304e-01 -9.8471328e-01 -9.5779295e-01 -9.8360275e-01 -9.7317107e-01 -9.7106302e-01 -9.8310808e-01 -9.8328512e-01 -9.6400138e-01 -9.6136908e-01 -9.7859674e-01 -9.8009698e-01
24 SITTING 2.7347569e-01 -1.3125510e-02 -1.0304106e-01 -9.9059377e-01 -9.5625596e-01 -9.5705611e-01 9.1963760e-01 1.8225465e-01 1.0955962e-01 -9.8966015e-01 -9.7169254e-01 -9.6340680e-01 7.6331853e-02 4.7670258e-03 -1.1330017e-03 -9.8856438e-01 -9.7957368e-01 -9.8466295e-01 -3.5622962e-02 -7.5013270e-02 8.0044023e-02 -9.8811165e-01 -9.7795401e-01 -9.7127765e-01 -9.5178266e-02 -4.0616936e-02 -5.1596655e-02 -9.9144201e-01 -9.8978081e-01 -9.8985016e-01 -9.6897916e-01 -9.6377968e-01 -9.6897916e-01 -9.6377968e-01 -9.8555582e-01 -9.8541846e-01 -9.6463325e-01 -9.6925716e-01 -9.9130642e-01 -9.9072453e-01 -9.8952951e-01 -9.6277320e-01 -9.6699178e-01 -9.9110001e-01 -9.5499801e-01 -9.5440270e-01 -9.8885740e-01 -9.7922824e-01 -9.8197130e-01 -9.8928881e-01 -9.8155013e-01 -9.8600845e-01 -9.8567652e-01 -9.8120018e-01 -9.7468689e-01 -9.8889155e-01 -9.7625243e-01 -9.7285179e-01 -9.6890503e-01 -9.6585226e-01 -9.8446996e-01 -9.8561372e-01 -9.7797372e-01 -9.6910590e-01 -9.9085475e-01 -9.9093306e-01
24 STANDING 2.8034888e-01 -1.4478534e-02 -1.0822255e-01 -9.8725587e-01 -9.3687197e-01 -9.3028353e-01 9.6644228e-01 -1.4520130e-01 -5.3058540e-02 -9.9219759e-01 -9.6815539e-01 -9.4618495e-01 7.4617742e-02 1.0983969e-02 -3.5877490e-03 -9.8057384e-01 -9.6774564e-01 -9.7771635e-01 -2.7861151e-02 -6.9254667e-02 7.7124615e-02 -9.6073866e-01 -9.6729852e-01 -9.6995868e-01 -9.9194772e-02 -4.3173861e-02 -5.1718038e-02 -9.7585681e-01 -9.8198357e-01 -9.8327688e-01 -9.5006102e-01 -9.4790101e-01 -9.5006102e-01 -9.4790101e-01 -9.7762095e-01 -9.7310834e-01 -9.5451859e-01 -9.5310478e-01 -9.8238727e-01 -9.7999572e-01 -9.8418363e-01 -9.4897016e-01 -9.5381760e-01 -9.8885185e-01 -9.3445479e-01 -9.2380247e-01 -9.8116164e-01 -9.6772059e-01 -9.7417047e-01 -9.8172169e-01 -9.7022818e-01 -9.7993674e-01 -9.5854019e-01 -9.7042649e-01 -9.7013339e-01 -9.6188570e-01 -9.6579806e-01 -9.7268865e-01 -9.6006609e-01 -9.4952256e-01 -9.7225136e-01 -9.7319551e-01 -9.6392231e-01 -9.5440718e-01 -9.8111924e-01 -9.7975510e-01
24 WALKING 2.7698082e-01 -2.2544640e-02 -1.1059595e-01 -4.7076237e-01 -1.5412750e-01 -2.8884002e-01 9.5970108e-01 -1.1511624e-01 -1.4091003e-01 -9.8313240e-01 -9.6257884e-01 -9.6282297e-01 7.3193898e-02 1.2125459e-02 -1.1640139e-02 -4.8586326e-01 -3.0222016e-01 -4.9118947e-01 -5.4512687e-02 -6.5843588e-02 9.7200632e-02 -5.8059737e-01 -4.8716628e-01 -3.9615400e-01 -6.2531168e-02 -5.0289501e-02 -7.3983552e-02 -4.9077346e-01 -5.1424657e-01 -5.5796820e-01 -2.9998361e-01 -4.8106402e-01 -2.9998361e-01 -4.8106402e-01 -3.9972220e-01 -4.0982456e-01 -4.0306416e-01 -5.6386321e-01 -5.0782475e-01 -5.5602277e-01 -4.9241980e-01 -2.0319374e-01 -3.4449301e-01 -4.6273364e-01 -1.8276648e-01 -3.1464692e-01 -5.0962817e-01 -3.5282931e-01 -4.6992022e-01 -5.0764073e-01 -2.9435355e-01 -5.1111562e-01 -4.6829508e-01 -4.7984143e-01 -3.9144792e-01 -6.1691584e-01 -4.9589627e-01 -4.5333786e-01 -4.3461891e-01 -5.9026585e-01 -4.1864105e-01 -4.0297998e-01 -5.3450916e-01 -6.6803280e-01 -5.7159439e-01 -5.6744773e-01
24 WALKING_DOWNSTAIRS 2.8863121e-01 -1.4573035e-02 -1.0481882e-01 -8.2732481e-02 -1.0260733e-01 -2.0556638e-01 9.5088342e-01 -1.2832671e-01 -1.4012316e-01 -9.6184533e-01 -9.4147898e-01 -9.4220772e-01 8.0261983e-02 -4.4731627e-03 -8.4691586e-03 -3.3721889e-01 -1.6929189e-01 -2.9023938e-01 -8.6706901e-02 -5.4230025e-02 1.1197365e-01 -4.3191907e-01 -4.8467352e-01 -4.9107724e-01 -9.1414501e-02 -2.9176631e-02 -4.1205541e-02 -3.5844455e-01 -5.1932674e-01 -4.7869094e-01 -7.3769916e-02 -2.2483912e-02 -7.3769916e-02 -2.2483912e-02 -2.6310694e-01 -1.4350197e-01 -3.0496581e-01 -3.6369488e-01 -4.9715224e-01 -4.5915985e-01 -2.2232429e-01 -8.6182975e-02 -1.7382508e-01 -3.4908595e-02 -1.6919115e-01 -2.9155382e-01 -3.7617579e-01 -2.2582436e-01 -2.5000018e-01 -3.5593060e-01 -1.6362681e-01 -3.2856997e-01 -2.7246921e-01 -4.3347543e-01 -3.9628665e-01 -4.8489468e-01 -5.2341270e-01 -5.7328191e-01 -2.3170163e-02 -1.7529171e-01 -2.0083014e-01 -8.2755491e-02 -3.7429869e-01 -4.7014727e-01 -4.7444993e-01 -4.7803049e-01
24 WALKING_UPSTAIRS 2.6988111e-01 -2.5197943e-02 -1.1424861e-01 -3.4439935e-01 -1.1680449e-01 -2.5560101e-01 9.0636950e-01 -2.3749841e-01 -2.2713487e-01 -9.6219057e-01 -9.1669078e-01 -9.3495294e-01 8.6231010e-02 -1.5081605e-02 -1.3235365e-02 -4.9876467e-01 -5.1522075e-01 -5.2380726e-01 8.8316377e-02 -1.0593295e-01 2.4829070e-02 -5.7742641e-01 -5.6853412e-01 -2.7459628e-01 -1.4680085e-01 -3.1735058e-02 -4.9842723e-02 -6.4048954e-01 -6.4664437e-01 -6.4897533e-01 -2.2640282e-01 -3.0685447e-01 -2.2640282e-01 -3.0685447e-01 -4.8848762e-01 -4.4106869e-01 -3.3443584e-01 -5.0392906e-01 -6.5875163e-01 -6.3818035e-01 -3.9579055e-01 -2.5241254e-01 -3.1279221e-01 -3.2616555e-01 -1.0778768e-01 -2.8314344e-01 -5.1564462e-01 -5.2760424e-01 -4.8339099e-01 -5.2710472e-01 -5.3584332e-01 -5.6272712e-01 -5.0318868e-01 -5.4662098e-01 -3.7218291e-01 -6.0294548e-01 -5.8617782e-01 -3.1199641e-01 -3.2230099e-01 -4.0628338e-01 -4.2980078e-01 -4.5964780e-01 -5.6466499e-01 -5.4907099e-01 -6.4611467e-01 -6.5387695e-01
25 LAYING 2.5079183e-01 -1.8894366e-02 -1.0042883e-01 -9.0911647e-01 -6.9177068e-01 -7.1726200e-01 -4.6110253e-01 6.2065892e-01 5.2635382e-01 -8.2955495e-01 -6.4357836e-01 -6.1016117e-01 8.7907169e-02 2.8461931e-02 -3.0717944e-02 -9.7332341e-01 -9.4568717e-01 -9.6783553e-01 3.7272346e-03 -7.1640173e-02 1.3971867e-01 -8.8976964e-01 -9.3663080e-01 -9.1092799e-01 -1.0164700e-01 -4.2671887e-02 -5.9692215e-02 -9.5738115e-01 -9.7156432e-01 -9.7424225e-01 -5.6047778e-01 -6.4925477e-01 -5.6047778e-01 -6.4925477e-01 -9.6216136e-01 -9.6193161e-01 -8.0968855e-01 -8.5601737e-01 -9.6978326e-01 -9.6830952e-01 -9.2914737e-01 -7.8494582e-01 -8.1619795e-01 -9.0254771e-01 -6.7238426e-01 -6.9410037e-01 -9.7285909e-01 -9.4680200e-01 -9.6263267e-01 -9.7642398e-01 -9.4841429e-01 -9.7188537e-01 -8.9051754e-01 -9.4625964e-01 -9.2453686e-01 -8.9130807e-01 -9.3229333e-01 -9.1546750e-01 -7.7448194e-01 -6.5135324e-01 -9.6008315e-01 -9.6360121e-01 -9.1012699e-01 -8.5066134e-01 -9.6825161e-01 -9.7045795e-01
25 SITTING 2.7854148e-01 -1.4769681e-02 -1.0916044e-01 -9.9189283e-01 -9.4745762e-01 -9.6513955e-01 8.6568608e-01 2.0828714e-01 1.6714096e-01 -9.8887998e-01 -9.6341502e-01 -9.6945998e-01 7.5208701e-02 4.8541589e-03 2.1076084e-03 -9.9227862e-01 -9.8287099e-01 -9.8843315e-01 -3.5205209e-02 -7.4800271e-02 8.5278389e-02 -9.8990758e-01 -9.8119350e-01 -9.7263756e-01 -9.5480138e-02 -3.9165142e-02 -4.9559564e-02 -9.9230465e-01 -9.9131577e-01 -9.9149139e-01 -9.7040934e-01 -9.6000341e-01 -9.7040934e-01 -9.6000341e-01 -9.8954514e-01 -9.8831180e-01 -9.6656872e-01 -9.7063913e-01 -9.9286465e-01 -9.9176640e-01 -9.9140550e-01 -9.5911726e-01 -9.7477613e-01 -9.9212428e-01 -9.4484299e-01 -9.6209061e-01 -9.9247885e-01 -9.8295700e-01 -9.8632640e-01 -9.9275011e-01 -9.8406803e-01 -9.8915611e-01 -9.8800255e-01 -9.8382780e-01 -9.7580589e-01 -9.9055000e-01 -9.7982888e-01 -9.7417287e-01 -9.6701799e-01 -9.6199727e-01 -9.8794183e-01 -9.8761880e-01 -9.7935091e-01 -9.7032190e-01 -9.9178170e-01 -9.9201956e-01
25 STANDING 2.7801370e-01 -1.6356973e-02 -1.0735296e-01 -9.9197013e-01 -9.5456923e-01 -9.6464269e-01 9.2979473e-01 -1.5931679e-01 2.0118211e-01 -9.9314827e-01 -9.8064297e-01 -9.6779258e-01 7.5233730e-02 6.6321398e-03 -6.2280879e-03 -9.8831266e-01 -9.7227241e-01 -9.8706269e-01 -2.4794675e-02 -6.9887685e-02 8.5268544e-02 -9.7135742e-01 -9.7675762e-01 -9.7181414e-01 -1.0047370e-01 -4.1829463e-02 -5.5697906e-02 -9.7790969e-01 -9.8724214e-01 -9.8072229e-01 -9.7266359e-01 -9.6807563e-01 -9.7266359e-01 -9.6807563e-01 -9.8464707e-01 -9.8263708e-01 -9.6707744e-01 -9.5988427e-01 -9.8509199e-01 -9.8323081e-01 -9.9009320e-01 -9.5984619e-01 -9.7405123e-01 -9.9285174e-01 -9.5417933e-01 -9.6212374e-01 -9.8840465e-01 -9.7255445e-01 -9.8483225e-01 -9.8933989e-01 -9.7402950e-01 -9.8789805e-01 -9.6807853e-01 -9.7839989e-01 -9.7045686e-01 -9.7266417e-01 -9.7596067e-01 -9.7498209e-01 -9.7235539e-01 -9.7020366e-01 -9.8229417e-01 -9.8208332e-01 -9.6897250e-01 -9.6109040e-01 -9.8401783e-01 -9.8309894e-01
25 WALKING 2.7899276e-01 -1.8647762e-02 -1.0873764e-01 -5.9600744e-01 -1.6185241e-01 -4.3713340e-01 9.3748311e-01 -1.2731587e-01 1.8841627e-01 -9.7949926e-01 -9.6509344e-01 -9.4499573e-01 7.2172071e-02 3.5111520e-03 -3.3509868e-03 -6.0762093e-01 -3.8261972e-01 -6.7560140e-01 -1.5630538e-02 -8.2076807e-02 8.6786874e-02 -4.0115875e-01 -6.0403210e-01 -5.6277525e-01 -1.0237727e-01 -3.9898652e-02 -5.1269622e-02 -5.0795709e-01 -7.9963538e-01 -6.5957616e-01 -4.0528943e-01 -5.6560147e-01 -4.0528943e-01 -5.6560147e-01 -5.3829142e-01 -5.4287006e-01 -3.9436240e-01 -4.8980939e-01 -6.7846607e-01 -7.5703254e-01 -6.0903891e-01 -2.5188027e-01 -5.3356322e-01 -5.9144996e-01 -1.7031380e-01 -4.3062459e-01 -6.2559538e-01 -4.3445520e-01 -6.5928639e-01 -6.2414572e-01 -3.6776010e-01 -6.9041339e-01 -4.1190972e-01 -6.7875035e-01 -5.6132295e-01 -4.0667811e-01 -5.6720128e-01 -6.0354421e-01 -5.6606002e-01 -6.3292748e-01 -5.6459134e-01 -5.1900425e-01 -5.6273325e-01 -5.2926224e-01 -7.7030090e-01 -7.5738578e-01
25 WALKING_DOWNSTAIRS 2.9132967e-01 -2.1017052e-02 -1.0719238e-01 -2.5375693e-01 -1.4054060e-01 -4.5797238e-01 9.2962753e-01 -7.2427018e-02 2.1879596e-01 -9.6447007e-01 -9.3781601e-01 -9.2619170e-01 1.1065693e-01 -1.9541663e-02 -1.1334879e-02 -5.0196839e-01 -3.7166152e-01 -7.1149470e-01 2.9911286e-03 -1.0111508e-01 9.8075025e-02 -2.8882475e-01 -5.2337791e-01 -4.4378045e-01 -1.2795245e-01 -4.1520335e-02 -6.4207812e-02 -4.3013439e-01 -8.1044454e-01 -5.9948200e-01 -2.2010859e-01 -2.5946525e-01 -2.2010859e-01 -2.5946525e-01 -5.0048333e-01 -4.8297693e-01 -2.1608257e-01 -3.8216092e-01 -6.6471363e-01 -6.7960595e-01 -3.7224519e-01 -1.9638105e-01 -5.5609709e-01 -2.1302887e-01 -1.6684238e-01 -4.4946544e-01 -5.2578945e-01 -4.1569964e-01 -6.8684396e-01 -5.2215334e-01 -3.6571983e-01 -7.3499006e-01 -2.1779972e-01 -6.3291635e-01 -4.1031145e-01 -3.1625211e-01 -4.7064112e-01 -5.0673831e-01 -2.8815479e-01 -3.5943708e-01 -4.7164211e-01 -5.0222477e-01 -4.8576358e-01 -4.2370733e-01 -6.8703428e-01 -6.9303241e-01
25 WALKING_UPSTAIRS 2.7799541e-01 -2.6986352e-02 -1.2621044e-01 -4.5977565e-01 -2.2308681e-01 -2.9652398e-01 9.2769324e-01 -2.1764128e-01 1.0823099e-01 -9.5087845e-01 -9.3175827e-01 -8.8272240e-01 7.4004144e-02 9.2551404e-03 -1.1690681e-02 -6.6364275e-01 -6.2713124e-01 -8.1245837e-01 5.5612192e-02 -1.0943766e-01 9.9622739e-02 -4.8901179e-01 -4.3367338e-01 -5.6419561e-01 -1.2648116e-01 -2.8145300e-02 -5.4045222e-02 -6.9385490e-01 -8.3969914e-01 -7.4626828e-01 -3.0577220e-01 -4.8000665e-01 -3.0577220e-01 -4.8000665e-01 -6.7916084e-01 -6.7451306e-01 -3.1863470e-01 -3.8775412e-01 -7.7710603e-01 -8.2488330e-01 -5.2164984e-01 -3.8015081e-01 -5.4293183e-01 -4.3797579e-01 -1.9998843e-01 -2.3729674e-01 -6.6820816e-01 -6.4084942e-01 -7.9326697e-01 -6.9021363e-01 -6.3808601e-01 -8.3052664e-01 -4.7614500e-01 -6.1857991e-01 -5.7516972e-01 -5.0011983e-01 -3.4936269e-01 -6.0111261e-01 -5.2790756e-01 -5.3612029e-01 -6.5479511e-01 -7.0343369e-01 -5.6715347e-01 -3.8661299e-01 -8.2240391e-01 -8.4106101e-01
26 LAYING 2.7164586e-01 -1.9189573e-02 -1.0500254e-01 -9.6944545e-01 -9.8323135e-01 -9.8450001e-01 -6.2130972e-01 8.0301501e-01 6.1452341e-01 -9.4447249e-01 -9.8788800e-01 -9.8408171e-01 8.6650253e-02 1.2442003e-02 -6.1475510e-03 -9.8931582e-01 -9.8718289e-01 -9.8906463e-01 -1.7065624e-02 -9.0322923e-02 1.5243634e-01 -9.9032820e-01 -9.7932568e-01 -9.6930224e-01 -1.0036864e-01 -3.9668272e-02 -7.1153336e-02 -9.9266515e-01 -9.8906334e-01 -9.9375984e-01 -9.7678504e-01 -9.6435519e-01 -9.7678504e-01 -9.6435519e-01 -9.8997060e-01 -9.8910195e-01 -9.5186359e-01 -9.6567682e-01 -9.9219798e-01 -9.8991735e-01 -9.7326229e-01 -9.8366403e-01 -9.8492312e-01 -9.6797189e-01 -9.8331708e-01 -9.8485449e-01 -9.8922404e-01 -9.8711508e-01 -9.8730825e-01 -9.9041011e-01 -9.8823865e-01 -9.8937049e-01 -9.8838632e-01 -9.8312800e-01 -9.7017122e-01 -9.9097012e-01 -9.7749184e-01 -9.7178905e-01 -9.6926911e-01 -9.6657663e-01 -9.8913818e-01 -9.8790146e-01 -9.7430518e-01 -9.6613922e-01 -9.9043091e-01 -9.8962801e-01
26 SITTING 2.5824353e-01 -7.1336454e-03 -9.7444869e-02 -9.7976899e-01 -9.4079897e-01 -9.5000441e-01 7.8295561e-01 2.2310556e-01 3.1438763e-01 -9.6508293e-01 -9.4928670e-01 -9.4458086e-01 7.6444323e-02 6.9223896e-03 -7.8023798e-03 -9.9225840e-01 -9.8621522e-01 -9.9000871e-01 -3.7021745e-02 -8.4064850e-02 7.1110947e-02 -9.9102770e-01 -9.7344481e-01 -9.6644134e-01 -9.5984817e-02 -4.0307021e-02 -4.8762720e-02 -9.9588251e-01 -9.9313983e-01 -9.9192979e-01 -9.5307999e-01 -9.3360278e-01 -9.5307999e-01 -9.3360278e-01 -9.9089844e-01 -9.8998611e-01 -9.5405295e-01 -9.6474202e-01 -9.9446645e-01 -9.9403321e-01 -9.8257955e-01 -9.5429941e-01 -9.6751915e-01 -9.7875518e-01 -9.3778354e-01 -9.4478134e-01 -9.9202543e-01 -9.8586289e-01 -9.8798998e-01 -9.9329986e-01 -9.8775459e-01 -9.9069311e-01 -9.9014488e-01 -9.8174079e-01 -9.7042369e-01 -9.9131844e-01 -9.6948819e-01 -9.6826667e-01 -9.5241104e-01 -9.3458770e-01 -9.8948194e-01 -9.8952127e-01 -9.7646387e-01 -9.6365065e-01 -9.9398545e-01 -9.9420977e-01
26 STANDING 2.8112704e-01 -1.6660831e-02 -1.1023780e-01 -9.9306937e-01 -9.4946616e-01 -9.6298840e-01 9.6546089e-01 -1.4031542e-01 8.8414268e-02 -9.9267878e-01 -9.6698643e-01 -9.6422847e-01 7.5357821e-02 8.1732226e-03 -2.1949778e-03 -9.9049835e-01 -9.7593549e-01 -9.8669345e-01 -2.4534584e-02 -7.3138576e-02 7.7670678e-02 -9.7378511e-01 -9.8240814e-01 -9.7489136e-01 -1.0035600e-01 -4.0901199e-02 -5.3254195e-02 -9.7847241e-01 -9.8976699e-01 -9.8599250e-01 -9.6851169e-01 -9.6269730e-01 -9.6851169e-01 -9.6269730e-01 -9.8698521e-01 -9.8262625e-01 -9.6867396e-01 -9.6265359e-01 -9.8854483e-01 -9.8425379e-01 -9.9199337e-01 -9.5840232e-01 -9.7321516e-01 -9.9370241e-01 -9.4782968e-01 -9.6002780e-01 -9.9058698e-01 -9.7626706e-01 -9.8456392e-01 -9.9127566e-01 -9.7735495e-01 -9.8742809e-01 -9.6936427e-01 -9.8388591e-01 -9.7445932e-01 -9.7532165e-01 -9.8174087e-01 -9.7735101e-01 -9.7060525e-01 -9.6390930e-01 -9.8287689e-01 -9.8112931e-01 -9.7233311e-01 -9.6296761e-01 -9.8576226e-01 -9.8331400e-01
26 WALKING 2.7926444e-01 -1.5425959e-02 -1.0892701e-01 -3.4018553e-01 -1.3635139e-01 -3.3348650e-01 9.6064775e-01 -1.3392219e-01 1.0873870e-01 -9.8005565e-01 -9.6904031e-01 -9.6623156e-01 6.5230374e-02 1.9671214e-02 -6.1830578e-03 -3.2845288e-01 -2.6186359e-01 -3.9748352e-01 -3.3408594e-03 -8.4150765e-02 8.5106925e-02 -4.9288571e-01 -5.7573545e-01 -3.5454906e-01 -9.9411456e-02 -4.5653828e-02 -4.9224055e-02 -4.1743864e-01 -5.8700011e-01 -4.8554300e-01 -2.2339917e-01 -4.2184831e-01 -2.2339917e-01 -4.2184831e-01 -2.9075802e-01 -2.7935075e-01 -3.9209202e-01 -5.3832929e-01 -5.1239883e-01 -6.0346867e-01 -3.2195955e-01 -1.4670216e-01 -3.3953965e-01 -3.4799793e-01 -1.8572583e-01 -3.8444532e-01 -3.6422676e-01 -2.9853198e-01 -3.9867319e-01 -3.5106596e-01 -2.7195216e-01 -3.9653042e-01 -3.6811291e-01 -5.6182777e-01 -3.1851681e-01 -5.3299961e-01 -5.8793960e-01 -4.2623209e-01 -3.7983674e-01 -5.3718397e-01 -2.9335834e-01 -2.6894847e-01 -5.5192761e-01 -6.0946622e-01 -6.1946104e-01 -6.1293034e-01
